data-ai Intelligence
Report,Review - Summary
Report Generation Time,01/06/2023 08:36:36 PST
App,Shopee: Compre de Tudo Online
Date,"2022-07-10, 2022-07-16"
Granularity,Daily
Rating Value,"1, 2, 3, 4, 5"
Language,Portuguese

Reviews,Reviews Content,Rating,Start Date,End Date,Review Product Version,Review Product Version Name,Language,Language Name
00909012-0fe9-483c-a123-28ee03484a73,"Decepcionada, esperando quase 10 dias para chegar um aparelho pra medir pressão arterial, aí vem e fala que não vai chegar, porque foi perdido,eu queria o aparelho e não o reembolso....",1,2022-07-14,2022-07-14,20600012546168_2.89.41,2.89.41,pt,Portuguese
0091ef74-fff2-4194-810c-4d55b3f27b88,Melhor shopping!! Estou amando a experiência!!,5,2022-07-11,2022-07-11,20600012546168_2.87.22,2.87.22,pt,Portuguese
009ff155-6adb-41d1-931b-8d34deef1773,Produto entregue dentro do prazo,4,2022-07-13,2022-07-13,20600012546168_2.89.41,2.89.41,pt,Portuguese
00aeaddd-f01d-439d-bf05-d8e44cd406d1,Maravilhoso amei obrigada!!!,5,2022-07-15,2022-07-15,20600012546168_2.90.13,2.90.13,pt,Portuguese
00b81bb6-9644-4501-a796-36f81c3eccea,Gostou muito do App,5,2022-07-15,2022-07-15,20600012546168_2.90.13,2.90.13,pt,Portuguese
00bd4d60-e9e0-466e-b3ff-b1ac5cc7d9bf,"O melhor app é mais ceguro app pra fazerem compras!!!!!todas minhas compras ,sempre chegam ,antes do prazo e bem embalados ,e smp tem promoções,recomendo !!!",5,2022-07-11,2022-07-11,20600012546168_Unknown,Unknown,pt,Portuguese
00c271fa-1d13-4219-b4fd-7d881c85f64d,Maravilhosa,5,2022-07-14,2022-07-14,20600012546168_2.90.20,2.90.20,pt,Portuguese
00c77eb0-3515-4a4a-8b4d-05876aafcb05,Muito bom mesmo.Adoro comprar na shopee,5,2022-07-15,2022-07-15,20600012546168_2.90.13,2.90.13,pt,Portuguese
00de0aa2-45a4-457a-baee-65e8c67eb34c,Ameii,5,2022-07-11,2022-07-11,20600012546168_Unknown,Unknown,pt,Portuguese
00e2bef2-391e-4e2e-813c-a8ef078ff7c1,"Horrível app, já entrei umas 7 vezes usando minha conta do Google e Facebook, mais toda vez que tento falar com um atendente da Shopee o site me pede pra conectar. Não recomendo.",1,2022-07-11,2022-07-11,20600012546168_2.89.41,2.89.41,pt,Portuguese
00e6e897-04a6-4d8a-aad0-8436db77e18d,"Excelente aplicativo, o que comprei chega conforme peço, adorei, muito bom",5,2022-07-12,2022-07-12,20600012546168_2.89.41,2.89.41,pt,Portuguese
00f36f90-0bb0-4af6-9f38-049cca48e6ac,Muito bom shoppee perfeito.,5,2022-07-12,2022-07-12,20600012546168_2.89.41,2.89.41,pt,Portuguese
0105b45e-d236-489a-b43e-7525c2e50515,"Tem muitas promoções e cupons em lojas. Porém, os jogos para ganhar moedas são mentirosos, ganhei mais de 50 moedas por dia e não contabilizam na minha conta",3,2022-07-13,2022-07-13,20600012546168_2.89.41,2.89.41,pt,Portuguese
010e93d9-a500-4ef2-b0f9-0c20691fd342,Ótima,5,2022-07-15,2022-07-15,20600012546168_2.89.41,2.89.41,pt,Portuguese
010f1d55-df9b-4431-a3bd-0c8c45fb81e2,Até agora tenho ficado satisfeita tanto com os produtos quanto com a entrega. Edpero q continue assim. Super recomendo.,5,2022-07-15,2022-07-15,20600012546168_Varies with device,Varies with device,pt,Portuguese
01161e0c-e86c-4f7c-a628-89209dd7c3f7,Ta sendo ótimo 👍,5,2022-07-12,2022-07-12,20600012546168_2.89.41,2.89.41,pt,Portuguese
011842e9-e4f5-407e-8d9d-8cd5560c666f,Meu app favorito,5,2022-07-12,2022-07-12,20600012546168_2.89.41,2.89.41,pt,Portuguese
011c415b-66cd-4616-afe6-93900b7bb222,Muito bom,5,2022-07-15,2022-07-15,20600012546168_2.90.13,2.90.13,pt,Portuguese
0126c9c4-4b71-4313-8b11-62522d5395f0,"App não abre no meu M62 já fiz se tudo falta só reinstalar Atualização: Consegui instalar mas não lembro meu usuário, já realizei muitas compras no app não quero trocar de conta",3,2022-07-15,2022-07-15,20600012546168_2.90.20,2.90.20,pt,Portuguese
0127969c-2a24-46af-a060-b04b875be27b,Muito bom,5,2022-07-14,2022-07-14,20600012546168_Unknown,Unknown,pt,Portuguese
01305bdd-f07b-4ecf-ac87-d23792af43f5,Amooo esse app...melhor site de compras!,5,2022-07-12,2022-07-12,20600012546168_2.89.41,2.89.41,pt,Portuguese
01349d78-6ef9-4b1d-bbc2-95acc638a9bf,"Minha conta parece clonada e não obtive nenhum tipo de ajuda, nem consigo excluir. Tomem cuidado! Essa resposta q deram, q piada! Entrei em contato diversas vezes, sem resolução.",1,2022-07-11,2022-07-11,20600012546168_2.62.10,2.62.10,pt,Portuguese
0134c893-24f2-4caf-8480-0d9f0a72683e,"A shoppe tá cada vez pior nas entrega principalmente agora que desenvolveram essa entrega padrão da shoppe, horrível tudo atrasado e as vezes nem chega e eles acabam cancelando, antes tinha ficado com o correio msm q pelo menos chegava tudo certinho",1,2022-07-14,2022-07-14,20600012546168_2.90.13,2.90.13,pt,Portuguese
01353e78-67f2-45e7-bd89-54c818fd7be3,Mais o menos,3,2022-07-16,2022-07-16,20600012546168_2.83.09,2.83.09,pt,Portuguese
01375814-fae5-4d8e-821c-c0a741b12670,Ótimos produtos,5,2022-07-14,2022-07-14,20600012546168_2.89.41,2.89.41,pt,Portuguese
01469d77-680d-44b1-a92c-5147cc4b1356,Ótimo app,5,2022-07-16,2022-07-16,20600012546168_2.90.20,2.90.20,pt,Portuguese
014ab191-9805-40ef-b040-755cd3e13939,Muito bom,5,2022-07-12,2022-07-12,20600012546168_2.89.41,2.89.41,pt,Portuguese
014bc39e-e713-4078-ad89-7df821399903,Gostei do app,5,2022-07-11,2022-07-11,20600012546168_2.89.41,2.89.41,pt,Portuguese
014de766-659f-4728-92a6-d39c10dea340,Parabéns muito top,5,2022-07-14,2022-07-14,20600012546168_2.89.41,2.89.41,pt,Portuguese
0154508b-dd21-4f22-80aa-d014ddd50999,Queria saber se comprar celular por esse site da shoppe vem tudo certo ?,1,2022-07-15,2022-07-15,20600012546168_Unknown,Unknown,pt,Portuguese
0157c8ad-66fc-46a8-a9b0-eaac013b823a,Muito boa essa loja nota 10,5,2022-07-15,2022-07-15,20600012546168_2.90.20,2.90.20,pt,Portuguese
015e4b32-a323-4df2-bcc1-eef5a8bc0e54,Excelente Aplicativo...Ótimos produtos...Entrega muito rápida..Preço justo...Estou muito contente...Eu recomendo...e é muito confiável 👍👍👍,5,2022-07-13,2022-07-13,20600012546168_2.90.12,2.90.12,pt,Portuguese
01667c05-9160-4b6f-a944-25abb8455f4b,"A nova entrega padrão deixa muito á desejar, atrasa e as vezes nem entrega sempre compro os produtos que tem entrega pelos correios por causa desse problema. Pois quando é por transportadora não tenho certeza se irei receber",2,2022-07-11,2022-07-11,20600012546168_2.87.40,2.87.40,pt,Portuguese
016cfd2f-1958-4479-9d8c-30855aa6e09c,Ele é otimo.. mas sempre que compro lentes de contato vem faltando uma,1,2022-07-14,2022-07-14,20600012546168_Unknown,Unknown,pt,Portuguese
016d9b2f-42c1-45fe-ab6d-0639e2ef365e,Meu pedido foi cancelado pela shoppe e estava pago e não sei mais com quem falar e minha conta não entra... é difícil porque não tem com quem falar,2,2022-07-13,2022-07-13,20600012546168_2.90.12,2.90.12,pt,Portuguese
01775b63-3ba7-4fc1-b546-0d120d4a59a3,"Gosto muito, ótimos produtos e cupons atrativos.",5,2022-07-11,2022-07-11,20600012546168_2.89.41,2.89.41,pt,Portuguese
017808ed-6378-452c-8dd5-301213e5bab6,Estão de parabéns gostei muito da esperiencia e com certeza vou comprar mais . Quando está lento é só atualizar o app .,5,2022-07-15,2022-07-15,20600012546168_2.90.20,2.90.20,pt,Portuguese
01794646-b379-41ff-bd0b-f4e8f2b14c12,Maravilhoso,5,2022-07-16,2022-07-16,20600012546168_2.89.41,2.89.41,pt,Portuguese
017d4ee0-8202-4455-b5dc-3acf19b10298,Ótimo!muito lindo👍,5,2022-07-13,2022-07-13,20600012546168_2.89.41,2.89.41,pt,Portuguese
017fedd5-08f8-4632-b30a-a01e9a73305f,Top,5,2022-07-15,2022-07-15,20600012546168_2.90.13,2.90.13,pt,Portuguese
017ff426-638c-4de9-bbf2-040fb9985070,"Estou muito satisfeita com minhas compras pelo aplicativo da Shoppe, receosa nas primeiras compras,ou seja, no começo da utilização do app, mas, agora mais confiante. Fácil utilização, fácil acompanhamento dos pedidos e rápidas respostas dos vendedores.",5,2022-07-14,2022-07-14,20600012546168_2.90.13,2.90.13,pt,Portuguese
0198947d-236e-437c-91a0-c2e7773b2ec1,Tem coisa que o valor e bom mas o frete ficar mas caro quer o produto então agente deixar de compra por ficar muito caro,3,2022-07-13,2022-07-13,20600012546168_2.89.41,2.89.41,pt,Portuguese
019c6ede-59b7-41e3-a8ab-db0086bcbe6e,❤,5,2022-07-11,2022-07-11,20600012546168_Unknown,Unknown,pt,Portuguese
019cc708-6ca3-4e3a-9784-690e08716f7a,Não estou conseguindo entrar. Esta saindo sozinho.,4,2022-07-13,2022-07-13,20600012546168_2.90.13,2.90.13,pt,Portuguese
01a04e9e-cd0d-4a16-abe2-302df8ffdc25,Muito bom parabéns prós desenvolvedores,5,2022-07-15,2022-07-15,20600012546168_Varies with device,Varies with device,pt,Portuguese
01a28ea1-7dfe-4fa0-b031-9c9715b27075,☯🇧🇷,5,2022-07-16,2022-07-16,20600012546168_Varies with device,Varies with device,pt,Portuguese
01a463ac-8ba3-43b9-b3ad-3b68793934e9,Melhor app de compras top,5,2022-07-11,2022-07-11,20600012546168_Varies with device,Varies with device,pt,Portuguese
01ad7db7-dab6-4271-b766-5dcca1e8810f,Gostei,5,2022-07-16,2022-07-16,20600012546168_Varies with device,Varies with device,pt,Portuguese
01c5922a-c2c8-48af-a418-a4722b3c75c0,Excelente,5,2022-07-14,2022-07-14,20600012546168_Unknown,Unknown,pt,Portuguese
01c75d2d-55a0-4524-aaa0-e5f9d0dae982,Ameii,5,2022-07-13,2022-07-13,20600012546168_2.90.13,2.90.13,pt,Portuguese
01cc8f71-5380-46a9-886c-d4a546a3abc5,"Chegou rápido e em perfeito estado, gostei muito",5,2022-07-12,2022-07-12,20600012546168_2.89.41,2.89.41,pt,Portuguese
01ce3022-b647-417d-bb6f-7e35e1334320,Aplicativo top para compras.,5,2022-07-16,2022-07-16,20600012546168_2.90.20,2.90.20,pt,Portuguese
01cf5e99-88b5-4f75-ac3a-59fc5cdf4ca2,gostei muito dos produtos,5,2022-07-14,2022-07-14,20600012546168_2.89.41,2.89.41,pt,Portuguese
01d150cf-44f6-4425-a32b-e42dbe767bc7,"Ótimo, bem atendido, bem assistindo quando preciso , muito obrigado shopee, pelo seu aniversário de 1 ano com puro sucesso caráter honestidade, eficiência agradeço e louvo a Deus pela sua existência obrigada família shopee",5,2022-07-10,2022-07-10,20600012546168_2.89.41,2.89.41,pt,Portuguese
01d665b1-d63f-42dd-85c0-ed03bca77ce3,Muito bom 😊,5,2022-07-15,2022-07-15,20600012546168_Unknown,Unknown,pt,Portuguese
01ddd1e7-3fe6-45ea-8d11-028d5c382ed5,Muito bom esse app,5,2022-07-16,2022-07-16,20600012546168_2.90.20,2.90.20,pt,Portuguese
01e17d8b-b5d2-42c1-9c89-2445220329e0,Dois problemas com reembolso q já tentei de todas as formas disem q ta tudo certo mas o dinheiro nao entra na conta olhe q compro tudo pelo APP mas tou decepcionada com essa dor de cabeca e do descaso da shopee dois meses e nao se resolver só MSG email e nada centenas de protocolos já obs eu entrei em contato com todas as plataformas da shopee ate com a ouvidoria e vcs não resolvem nada pelo jeito terei q entra na justiça p ter meus direitos como consumidora tbm já elogiei muito mas não indico,1,2022-07-10,2022-07-10,20600012546168_2.89.41,2.89.41,pt,Portuguese
01ec190b-f8cc-4d67-b1fa-348e691d84ab,"O melhor app de compra online !!! Já comprei várias vezes e nunca me arrependo !!! Recomendo pra todos !!! Tem ofertas todo dia em vários horários , frete grátis , cupons de desconto dentre outros . Vale a pena experimentar e se apaixonar !!!",5,2022-07-14,2022-07-14,20600012546168_2.90.20,2.90.20,pt,Portuguese
01efdbf0-0bb8-4a85-a906-9047c771c8e7,Muito bom,5,2022-07-16,2022-07-16,20600012546168_2.90.20,2.90.20,pt,Portuguese
01f0a8db-16f5-48bf-80e5-b0417a92254b,"Péssimo, Os produtos são interessantes, o preço são bons, mas nos últimos dias trava muito, e apesar de já ter feito compras com cartão ultimamente só consigo comprar por pix, lastimável, por que compras parceladas não consigo",1,2022-07-15,2022-07-15,20600012546168_2.90.20,2.90.20,pt,Portuguese
01fbc33e-8389-452b-94dd-96aa45dea045,Ótima Ótimo,5,2022-07-12,2022-07-12,20600012546168_2.89.41,2.89.41,pt,Portuguese
0201d9c5-427e-4d26-a37a-4ab053902450,Ótimo desempenho. Informações precisas,5,2022-07-15,2022-07-15,20600012546168_2.90.20,2.90.20,pt,Portuguese
020f294d-0625-4612-8113-1cfffb5b4458,"Estou a dois dias tentando cadastrar meu endereço, e o app só dá erros. Tô desistindo de fazer compras com vocês.",1,2022-07-16,2022-07-16,20600012546168_2.90.20,2.90.20,pt,Portuguese
0216d763-3bc8-45bd-80af-9bcf1bad0103,Amooo. Escontro tudo o que preciso! Viciada,5,2022-07-15,2022-07-15,20600012546168_2.90.13,2.90.13,pt,Portuguese
02171cc9-66e1-4537-8434-58ca807e5613,"É muito bom, mas tem um porém um único problema (pelo menos para mim) é que às vezes demora pra carregar as imagens, minha internet é MUITO boa então não é esse o problema mas sim com o app. Mas é só isso, tirando isso a shopee é 100%",5,2022-07-10,2022-07-10,20600012546168_Unknown,Unknown,pt,Portuguese
0218a129-a341-4b15-a826-788f8875b513,"Muitas opções, preço excelente, frete grátis acima de 29🥰",5,2022-07-13,2022-07-13,20600012546168_2.90.13,2.90.13,pt,Portuguese
0224661b-5d14-4bfb-a547-62753e5ed5f9,Ótimo.,5,2022-07-16,2022-07-16,20600012546168_Varies with device,Varies with device,pt,Portuguese
0228f9b9-3924-44ab-bd02-8e9747d1f59b,Gostei dos valores dos produtos,5,2022-07-14,2022-07-14,20600012546168_2.90.13,2.90.13,pt,Portuguese
022b7793-2fe2-4b3c-a329-86680fcebfb8,Muito bom esse app!,5,2022-07-16,2022-07-16,20600012546168_2.90.20,2.90.20,pt,Portuguese
022f47ff-7199-437f-b857-bbc457428732,Apaixonada por esse app 😍💗,5,2022-07-16,2022-07-16,20600012546168_2.90.20,2.90.20,pt,Portuguese
0237ac24-da8e-4c7f-a1a3-6025843aebda,"App bom, sempre faço compras e na maioria sempre da certo.",4,2022-07-12,2022-07-12,20600012546168_2.89.41,2.89.41,pt,Portuguese
023b8a84-9484-4d53-80cb-ec33469c4cbb,Perfeito,5,2022-07-15,2022-07-15,20600012546168_2.90.13,2.90.13,pt,Portuguese
025a1abd-8874-41c1-b194-656e6ade4cbf,"Ótima opção para comprar barato, e a entrega super rápido",5,2022-07-10,2022-07-10,20600012546168_2.89.41,2.89.41,pt,Portuguese
025b2156-cf07-4733-a0cf-d99ceb2cbae1,Aplicativo ruim não ajuda os comprador com reembolso fiz duas compra que tem mais de 40 dia de atraso e solicitei reembolso e eles não resolvem bota na fila pra fala com eles e depois eles somem da conversa sem resolver meu problema Preciso do reembolso e não consigo ter a shopee tá deixando de lado e não Da a devida atenção para isso Pede pra esperar de 2a3 minutos e cancela a conversa por falta de inatividade Po sacanagem com as pessoas que usam o aplicativo,1,2022-07-11,2022-07-11,20600012546168_2.89.41,2.89.41,pt,Portuguese
025cd345-b0c6-47c4-a09e-b2c94d6e5685,Site bom com bons produtos!,5,2022-07-11,2022-07-11,20600012546168_2.89.41,2.89.41,pt,Portuguese
02654a7b-591e-49e0-99e1-939abb302346,Muito bom mesmo pode comprar sem medo só fique atento no que realmente tá sendo vendido e nas avaliações muito importante ok mas ate agora e show,5,2022-07-12,2022-07-12,20600012546168_2.89.12,2.89.12,pt,Portuguese
026ca724-faa4-4ad5-8bd7-709ce1cd7bf5,"Já foi maravilhoso! Infelizmente agora está dando muitos bugs e trava muito, sem contar a lentidão do app. Cada vez mais decepcionada.",3,2022-07-13,2022-07-13,20600012546168_2.90.13,2.90.13,pt,Portuguese
02709232-1fab-4919-95f9-567b0be692c6,"Essa des. Graças pegaram 68,00 e simplesmente sumiram. De mo nios",1,2022-07-16,2022-07-16,20600012546168_2.87.40,2.87.40,pt,Portuguese
02715db9-6f5a-4247-9cbc-c510f8aa1fe5,Otimooo to amando 👏🏻❤😍,5,2022-07-10,2022-07-10,20600012546168_Varies with device,Varies with device,pt,Portuguese
0273c4df-fb92-4240-b735-3f5e5157a81f,"Preços ótimos, rápido na entrega, Gostei muito....",5,2022-07-11,2022-07-11,20600012546168_2.89.41,2.89.41,pt,Portuguese
0275fc2b-dd5f-4978-b4e3-85f2a77bd230,Depois das atualizações o app nem abre. Ele faz q vai abrir e fecha. E quando abre ele tá bem lento.,5,2022-07-14,2022-07-14,20600012546168_2.90.13,2.90.13,pt,Portuguese
02765601-d923-459c-a7c8-bd6233346eec,Top d mais,5,2022-07-15,2022-07-15,20600012546168_2.90.20,2.90.20,pt,Portuguese
02785287-5202-4b94-8063-d64a5500fe67,Muito muito propaganda,1,2022-07-16,2022-07-16,20600012546168_2.84.07,2.84.07,pt,Portuguese
02795b5a-ab9b-428d-abf8-a8347e725f36,Ótima qualidade,5,2022-07-15,2022-07-15,20600012546168_2.90.13,2.90.13,pt,Portuguese
027c57fe-1236-4e37-928e-f9a4c5ffc10f,"O app estava muito bom. Mas já tem os três dias que está com problema, não estou conseguindo fazer compras, nem ver meus pedidos.",2,2022-07-16,2022-07-16,20600012546168_2.90.20,2.90.20,pt,Portuguese
0281f32c-2680-4365-b345-9ab926c2bd0f,Muito bom!!! recomendo!!! Tudo certo agora valeu Shopee!!!,5,2022-07-13,2022-07-13,20600012546168_2.90.13,2.90.13,pt,Portuguese
02884c9c-6ee0-4de5-af11-131991d8ddad,"Morria de medo de comprar, mas até agora está chegando tudo certinho. Amando!!!",5,2022-07-15,2022-07-15,20600012546168_2.90.20,2.90.20,pt,Portuguese
028d9c98-fa81-405f-b8ba-c772ad61c9ea,Bom dia. Finalmente consegui realizar a compra pagando com cartão de crédito.,1,2022-07-16,2022-07-16,20600012546168_2.90.20,2.90.20,pt,Portuguese
028ed11a-370c-4694-9abc-86c4527de300,Recomendo,5,2022-07-13,2022-07-13,20600012546168_2.89.41,2.89.41,pt,Portuguese
028fcdc9-6141-4ffd-bee9-cca85473e7ee,"Amo o site, compro várias coisas",5,2022-07-11,2022-07-11,20600012546168_2.89.41,2.89.41,pt,Portuguese
0290bf56-58d4-4f9f-b251-2aa2b0d132c4,Maravilhaaa,5,2022-07-15,2022-07-15,20600012546168_Varies with device,Varies with device,pt,Portuguese
0298ffb8-8b3c-4360-a6af-e97590b85c86,"O aplicativo e bom, mas as entregas dos produtos está horrível, mais de semana pra enviar os produtos.",1,2022-07-14,2022-07-14,20600012546168_2.90.13,2.90.13,pt,Portuguese
02a48111-5621-4aac-8a84-87d397a93823,"Galera não baixem esse app, até hj eles me enganaram já faz 3 meses e cancelei uma compra mas nunca me reembolsaram o estorno ficou pendente uma falta de respeito com o consumidor, enquanto eles não me estornar em nada vai mudar nessas resenhas que mostram minha indignação...nota zero pro reembolso,lixo...",1,2022-07-11,2022-07-11,20600012546168_2.89.41,2.89.41,pt,Portuguese
02a553b3-db1f-4771-8cb2-59837f11008b,"O site não é ruim,mas vendedores podem cancelar sua compra e o dinheiro demora muito pra ser devolvido. Alguns anúncios são bem confusos. E devolver alguma coisa é quase impossível",3,2022-07-16,2022-07-16,20600012546168_2.90.20,2.90.20,pt,Portuguese
