data-ai Intelligence
Report,Top Advertisers
Report Generation Time,01/06/2023 07:49:09 PST
Ad Platform,All Supported
Country/Region,Brazil
Device,Android Phone
Date,"2021-08-01, 2021-08-31"
Granularity,Monthly

Advertiser App,Advertiser App Name,Advertiser App Bundle ID,Advertiser App Initial Release Date,Advertiser App Last Version Update,Advertiser App Package Name,Market,Market Name,Device,Device Name,Developer Account,Developer Account Name,Company,Company Name,Company HQ,Company HQ Name,Parent Company,Parent Company Name,App Category,App Category Name,Unified App,Unified App Name,Vertical,Vertical Name,# Ad Platforms,# Apps Seen In,Creatives
20600008060154,CASA & VIDEO,,2017-08-25,2022-11-21,com.root.casaevideov3.Activities,google-play,Google Play Store,android-all,All Android Devices,20200002358501,CASA&VIDEO,1000200000213924,CASA&VIDEO,BR,Brazil,1000200000213924,CASA&VIDEO,400053,Shopping,1000600000748012,CASA&VÍDEO,app,App,2,2,29
20600008264524,Arezzo,,2017-09-22,2022-12-13,br.com.arezzo,google-play,Google Play Store,android-all,All Android Devices,20200003084514,Arezzo,1000200000364805,Arezzo,BR,Brazil,1000200000364805,Arezzo,400053,Shopping,1000600000730721,AREZZO,app,App,2,2,8
20600008487269,Revendedor O Boticário,,2017-10-27,2022-12-01,br.com.grupoboticario.boticariorepresentante,google-play,Google Play Store,android-all,All Android Devices,20200001504614,Grupo Boticário,1000200000365075,Grupo Boticário,BR,Brazil,1000200000365075,Grupo Boticário,400053,Shopping,1000600000816759,Revendedor O Boticário,app,App,2,2,3
20600010335439,FutFanatics,,2018-08-06,2022-12-27,com.futfanatics,google-play,Google Play Store,android-all,All Android Devices,20200002789864,FutFanatics,1000200000365331,FutFanatics,BR,Brazil,1000200000365331,FutFanatics,400053,Shopping,1000600000733915,FutFanatics,app,App,2,2,8
20600011414771,Mangos: Cashback em Mercados,,2019-02-20,2022-12-12,br.com.priced.mangos,google-play,Google Play Store,android-all,All Android Devices,20200003814029,Mangos | Priced Mobile,,,,,,,400053,Shopping,20600011414771,Mangos: Cashback em Mercados,app,App,2,2,18
20600011777109,Camicado,,2019-04-29,2022-12-16,br.com.camicado.mobile,google-play,Google Play Store,android-all,All Android Devices,20200003123151,Camicado,,,,,,,400053,Shopping,1000600000731591,Camicado,app,App,2,2,612
20600011966246,OMO Lavanderia,,2019-06-04,2022-12-02,br.com.taqtile.omolavanderia,google-play,Google Play Store,android-all,All Android Devices,20200000056305,Unilever Inc,1000200000022387,Unilever,NL,Netherlands,1000200000022387,Unilever,400043,Lifestyle,20600011966246,OMO Lavanderia,app,App,2,2,17
20600012065391,Airy - Women's Fashion,,2019-06-28,2021-10-04,com.airydress.android,google-play,Google Play Store,android-all,All Android Devices,20200003004937,ZC HOLDING (HK) LIMITED,1000200000176797,ZC HOLDING,HK,Hong Kong,1000200000176797,ZC HOLDING,400053,Shopping,1000600000818533,Airycloth,app,App,2,4,11
20600012196135,Wanna Kicks : AR sneakers try ,,2019-07-23,2021-11-02,by.wanna.apps.wsneakers,google-play,Google Play Store,android-all,All Android Devices,20200003827460,WANNA,1000200000485349,Wannaby,BY,Belarus,1000200000095960,Farfetch,400053,Shopping,1000600000834047,Wanna Kicks,app,App,2,2,8
20600012360356,StyleHint: Style search engine,,2019-09-05,2022-12-16,com.fastretailing.stylehint,google-play,Google Play Store,android-all,All Android Devices,20200002911985,"FAST RETAILING CO., LTD",1000200000020852,Fast Retailing,JP,Japan,1000200000020852,Fast Retailing,400043,Lifestyle,1000600000763042,StyleHint,app,App,2,10,7
20600012404170,UNIQLO UK,,2019-09-17,2022-08-01,com.uniqlo.uk2.catalogue,google-play,Google Play Store,android-all,All Android Devices,20200000014550,"UNIQLO CO., LTD.",1000200000020853,UNIQLO,JP,Japan,1000200000020852,Fast Retailing,400053,Shopping,1000600000564587,UNIQLO UK,app,App,2,66,8
20600012481485,Loja do Mecânico,,2019-09-27,2022-11-11,br.com.gurgelmix.lojadomecanico_app,google-play,Google Play Store,android-all,All Android Devices,20200003304273,Gurgelmix,,,,,,,400053,Shopping,20600012481485,Loja do Mecânico,app,App,2,6,4
20600012537024,Lojas Torra - Compre online,,2019-09-26,2022-12-21,br.com.app.torra,google-play,Google Play Store,android-all,All Android Devices,20200003317048,Lojas Torra,1000300000024571,Lojas Torra,BR,Brazil,1000300000024571,Lojas Torra,400053,Shopping,1000800000142009,Lojas Torra,app,App,2,2,24
20600013336061,Muni: ¡Ganar dinero extra!,,2020-04-24,2022-11-10,com.muni.android,google-play,Google Play Store,android-all,All Android Devices,20200004356674,Muni Tienda,1000200000492814,Muni Tienda,CO,Colombia,1000200000492814,Muni Tienda,400053,Shopping,1000600000823433,Muni,app,App,2,2,8
20600013427708,HOLIN-Fashion Shopping Online,,2020-05-18,2022-11-26,com.czw.shopsave,google-play,Google Play Store,android-all,All Android Devices,20200004330422,HOLIN,,,,,,,400053,Shopping,1000600000803798,ShopSave,app,App,2,2,134
20600013696012,Wholee - Online Shopping App,,2020-07-11,2022-11-24,com.wholee,google-play,Google Play Store,android-all,All Android Devices,20200003643096,Wholee,1000200000475938,V&A Borderless,SG,Singapore,1000200000475938,V&A Borderless,400053,Shopping,1000600000790201,Wholee,app,App,2,24,12
20600014219678,Cuponomia: Cupons e Cashback,,2020-11-10,2022-12-23,com.cuponomia,google-play,Google Play Store,android-all,All Android Devices,20200003802933,Cuponomia,1000300000024193,Cuponomia,BR,Brazil,1000300000024193,Cuponomia,400053,Shopping,1000800000141130,Cuponomia,app,App,2,2,3
20600014271172,Hering,,2020-11-12,2022-12-20,br.com.hering,google-play,Google Play Store,android-all,All Android Devices,20200001780814,Cia. Hering,1000200000484579,Cia. Hering,BR,Brazil,1000200000484579,Cia. Hering,400053,Shopping,1000600000810036,Hering,app,App,2,5,4
20600014290897,Gazin: Compras Online,,2020-11-19,2022-12-20,com.b2capp,google-play,Google Play Store,android-all,All Android Devices,20200003850848,Gazin,,,,,,,400053,Shopping,20600014290897,Gazin: Compras Online,app,App,2,2,4
20600014363838,B4Waste,,2020-12-17,2022-12-15,b4waste.alphacode.com.br,google-play,Google Play Store,android-all,All Android Devices,20200003905744,b4waste,1000200000492458,b4waste,BR,Brazil,1000200000492458,b4waste,400039,Food & Drink,1000600000822861,b4waste,app,App,2,2,2
20600015232813,Decathlon: Loja de Esportes,,2021-06-24,2022-11-23,br.com.decathlon,google-play,Google Play Store,android-all,All Android Devices,20200004092195,DECATHLON BRASIL - IGUASPORT LTDA.,1000200000046143,Decathlon,FR,France,1000200000046143,Decathlon,400053,Shopping,1000600000812338,Decathlon: Loja de Esportes,app,App,2,3,1886
20600000002083,eBay Shop: Buying & Selling,,2010-02-17,2022-12-23,com.ebay.mobile,google-play,Google Play Store,android-all,All Android Devices,20200000168044,eBay Mobile,1000200000000105,eBay,US,United States,1000200000000105,eBay,400053,Shopping,1000600000000146,eBay,app,App,1,60,4
20600000546060,hotukdeals - Deals & Discounts,,2012-10-29,2022-12-23,com.tippingcanoe.hukd,google-play,Google Play Store,android-all,All Android Devices,20200004498834,Pepper.com,,,,,,,400053,Shopping,1000600000562017,HotUKDeals,app,App,1,489,23
20600001236759,Lazada - Online Shopping App!,,2013-06-08,2022-12-28,com.lazada.android,google-play,Google Play Store,android-all,All Android Devices,20200000236114,Lazada Mobile,1000200000042319,Lazada,SG,Singapore,1000200000017528,Alibaba Group,400053,Shopping,1000600000456096,Lazada,app,App,1,43,6
20600001643250,Tophatter: Closeout Deals,,2013-10-20,2022-08-19,com.tophatter,google-play,Google Play Store,android-all,All Android Devices,20200001425897,Tophatter Inc.,1000200000030481,Tophatter,US,United States,1000200000030481,Tophatter,400053,Shopping,1000600000513268,Tophatter,app,App,1,1,1
20600001779031,LightInTheBox Online Shopping,,2013-12-06,2022-12-29,com.lightinthebox.android,google-play,Google Play Store,android-all,All Android Devices,20200004452095,Light In The Box Limited,,,,,,,400053,Shopping,1000600000485636,LightInTheBox,app,App,1,1,1
20600003933028,letgo: Buy & Sell Used Stuff,,2015-01-25,2022-12-21,com.abtnprojects.ambatana,google-play,Google Play Store,android-all,All Android Devices,20200001496634,letgo,1000200000063523,letgo,US,United States,1000200000063523,letgo,400053,Shopping,1000600000516603,letgo,app,App,1,36,15
20600004282806,Jollychic - Online Shopping ma,,2015-04-30,2021-10-27,com.jollycorp.jollychic,google-play,Google Play Store,android-all,All Android Devices,20200002757261,JOLLYCHIC EC LIMITED,,,,,,,400053,Shopping,1000600000524088,JollyChic,app,App,1,65,3
20600004640605,Superdrug,,2015-08-05,2022-11-16,superdrug.com.beautycard,google-play,Google Play Store,android-all,All Android Devices,20200001584942,Superdrug Stores plc,1000200000309460,Superdrug,GB,United Kingdom,1000200000041221,CK Hutchison Holdings,400053,Shopping,1000600000593146,Superdrug,app,App,1,2,2
20600005317442,ROMWE - Ultimate Cyber Mall,,2016-02-14,2023-01-04,com.romwe,google-play,Google Play Store,android-all,All Android Devices,20200003679327,Roadget Business PTE. LTD.,1000200000062552,Shein,CN,China,1000200000062552,Shein,400053,Shopping,1000600000561079,Romwe shopping,app,App,1,35,23
20600005915212,"Super Revendedores: Vendas, Es",,2016-07-12,2021-05-18,com.superrevendedores.app,google-play,Google Play Store,android-all,All Android Devices,20200001896316,Super Revendedores,,,,,,,400038,Finance,20600005915212,"Super Revendedores: Vendas, Es",app,App,1,1,8
20600007365168,Tiendamia. Del mundo a tu puer,,2017-05-01,2021-11-05,com.tiendamia.android,google-play,Google Play Store,android-all,All Android Devices,20200003336984,Tiendamia,1000200000416843,Tiendamia,US,United States,1000200000416843,Tiendamia,400053,Shopping,1000600000799651,Tiendamia,app,App,1,3,1
20600007963485,The Perfume Shop – TPS App,,2017-08-09,2022-08-26,com.theperfumeshop.customer,google-play,Google Play Store,android-all,All Android Devices,20200002336716,The Perfume Shop,,,,,,,400053,Shopping,1000600000680152,Perfume Shop,app,App,1,1,1
20600009024651,Drogasil: Drogaria Online 24h,,2018-01-17,2022-11-17,br.com.drogasil,google-play,Google Play Store,android-all,All Android Devices,20200001930936,Raia Drogasil S.A.,1000200000364150,Raia Drogasil,BR,Brazil,1000200000364150,Raia Drogasil,400040,Health & Fitness,1000600000733538,Drogasil,app,App,1,1,1
20600009560232,Droper Sneakers & Streetwear,,2018-04-05,2022-11-02,com.s9.cataloko,google-play,Google Play Store,android-all,All Android Devices,20200002628771,S9 Developers,,,,,,,400053,Shopping,20600009560232,Droper Sneakers & Streetwear,app,App,1,1,11
20600011119909,Woovly: Watch Videos & Shop,,2018-12-26,2022-10-26,com.woovly.bucketlist,google-play,Google Play Store,android-all,All Android Devices,20200004527299,Woovly: Shop Socially,,,,,,,400053,Shopping,20600011119909,Woovly: Watch Videos & Shop,app,App,1,1,1
20600012131643,Multi: Descontos nos Shoppings,,2019-07-12,2022-12-20,br.com.multiplan.mind.multishopping,google-play,Google Play Store,android-all,All Android Devices,20200002723335,Aplicações Multiplan,1000200000485858,Multiplan,US,United States,1000200000485858,Multiplan,400053,Shopping,1000600000812208,Multi: Lojas e Shopping Online,app,App,1,1,1
20600012271562,Leroy Merlin Brasil,,2019-08-12,2022-11-21,br.com.leroymerlin,google-play,Google Play Store,android-all,All Android Devices,20200003249014,Leroy Merlin BR,1000200000045278,Leroy Merlin,FR,France,1000200000045281,Adeo LLC,400053,Shopping,1000600000813211,Leroy Merlin Brasil,app,App,1,2,2
20600012773684,Natal Cap,,2019-12-11,2022-12-23,com.ideamaker.natalcap,google-play,Google Play Store,android-all,All Android Devices,20200003221858,Idea Maker,1000300000024551,Idea Maker,BR,Brazil,1000300000024551,Idea Maker,400036,Entertainment,20600012773684,Natal Cap,app,App,1,1,28
20600013136257,SOKOLOV: ювелирный магазин,,2020-03-05,2022-12-28,ru.sokolov.android,google-play,Google Play Store,android-all,All Android Devices,20200003482261,ООО «Реалайз»,1000200000482361,SOKOLOV,RU,Russia,1000200000482361,SOKOLOV,400053,Shopping,1000600000804615,SOKOLOV,app,App,1,1,1
20600013364418,Made-in-China B2B Trade Online,,2020-05-01,2022-12-07,com.madeinchina.b2b.trade,google-play,Google Play Store,android-all,All Android Devices,20200003545905,Made-in-China.com LIMITED,,,,,,,400053,Shopping,1000600000713392,Made-in-China.com,app,App,1,239,5
20600013406121,VirtusPay Boleto Parcelado,,2020-05-07,2022-12-07,com.virtuspay.virtus_app_tomador,google-play,Google Play Store,android-all,All Android Devices,20200003562016,VirtusPay,1000200000493500,VirtusPay,BR,Brazil,1000200000493500,VirtusPay,400053,Shopping,1000600000826867,VirtusPay Boleto Parcelado,app,App,1,10,11
20600013493598,Buy cell phones for cheap,,2020-06-02,2022-12-22,com.boulla.cellphone,google-play,Google Play Store,android-all,All Android Devices,20200001522702,IDAFN Team,,,,,,,400053,Shopping,20600013493598,Buy cell phones for cheap,app,App,1,1,4
20600014054096,Stix,,2020-09-14,2022-09-09,br.com.soustix.app,google-play,Google Play Store,android-all,All Android Devices,20200003755981,Stix Fidelidade,,,,,,,400043,Lifestyle,20600014054096,Stix,app,App,1,1,2
20600014152699,Virgin Red,,2020-10-14,2022-12-13,com.virgin.red.app,google-play,Google Play Store,android-all,All Android Devices,20200003418514,Virgin Red Ltd,1000200000118101,Virgin Red,GB,United Kingdom,1000200000044427,Virgin Group,400043,Lifestyle,1000800000021987,Virgin Red,app,App,1,20,1
20600015095423,Bellewholesale-Fashion Store,,2021-05-21,2022-11-21,com.geeko.bellewholesale,google-play,Google Play Store,android-all,All Android Devices,20200002757870,lifeng,,,,,,,400053,Shopping,20600015095423,Bellewholesale-Fashion Store,app,App,1,12,15

Estimated Data - Not Actual data
Confidential info - Copyright data.ai Limited - Do NOT distribute
"data.ai retains all right, title and interest in and to the data.ai Services, as well as all intellectual property rights, including, without limitation, all copyright, trademarks, software, algorithms, processes, underlying technology, moral and related rights. Customer shall not remove or alter any copyright notices appearing therein. Provided that Customer has paid all amounts due to data.ai, Customer shall have the right to use any data.ai Services ordered and delivered to Customer by data.ai hereunder. Customer may not (a) copy, sublicense, rent, lease, barter, resell, or otherwise distribute the data.ai Services to any third party entity or individual; (b) make the data.ai Services available in any public or free area, or area accessible on the World Wide Web; or (c) violate any applicable privacy laws. Any violation of this provision may result in additional charges and/or cancellation of Customer's rights to receive data.ai Services, at data.ai's sole discretion."
