App Package Name,Reviews,Reviews Content,Rating,Start Date,End Date,Review Product Version,Review Product Version Name,Language,Language Name
com.shopee.br,04c1f973-ffd8-49e4-ad20-e3de8bd9daed,Maravilhoso!!!,5,16.07.22,16.07.22,20600012546168_2.89.41,2.89.41,pt,Portuguese
com.shopee.br,04dab05a-8ca3-4ffb-99f5-12823b700150,Amooo,5,16.07.22,16.07.22,20600012546168_2.90.20,2.90.20,pt,Portuguese
com.shopee.br,04e045a5-8a5a-41b3-9f23-ad598a2a15d5,"Infelizmente péssimo,nunca me respondem, e nunca finalizam meus pedidos 😡😡😡",1,13.07.22,13.07.22,20600012546168_2.89.41,2.89.41,pt,Portuguese
com.shopee.br,04e759ba-d997-4f66-9681-056c2fa5143b,Otimo,5,14.07.22,14.07.22,20600012546168_2.90.13,2.90.13,pt,Portuguese
com.shopee.br,04e987b4-9898-4d61-88e8-f23b7b5feb46,D+. O Shopee veio pra ficar.,5,13.07.22,13.07.22,20600012546168_2.89.41,2.89.41,pt,Portuguese
com.shopee.br,04f14d9a-af47-4920-b733-420dcfa31927,"Não recomendo a gente espera pela encomenda vários dias e derrepente aparece como entregue sem cpf de quem recebeu se recebeu, muito frustado com a plataforma agora fico correndo atrás do prejuízo complicado",1,14.07.22,14.07.22,20600012546168_2.90.13,2.90.13,pt,Portuguese
com.shopee.br,050283b3-1d2e-4b10-964c-9a79e9638386,Oi bom dia venho fazer uma reclamação pois em maio especificamente no dia 23/5/22 e paguei no boleto bancário foi descontado da minha conta e ficaram de me entregar um vestido de criança de 2 anos da minha afilhada e ficaram de entregar até o dia 10/06/22 e até hj nada eu mandei o meu endereço certinho e telefone de contato e ninguém me ligou eu estou tentando fazer o estorno só que eles mudaram a minha conta e na nova não consta nada no sistema dele eu tenho salvo o boleto pago,2,15.07.22,15.07.22,20600012546168_2.90.20,2.90.20,pt,Portuguese
com.shopee.br,05047bbf-3fe1-4355-b442-fcccd614f395,Esta tendo um bug e que permite eu avaliar meus pedidos recebidos,5,14.07.22,14.07.22,20600012546168_2.90.13,2.90.13,pt,Portuguese
com.shopee.br,0507ddde-8699-4e30-98f7-2755f6dcfcb3,ótimo.,5,16.07.22,16.07.22,20600012546168_2.75.42,2.75.42,pt,Portuguese
com.shopee.br,05082103-afc8-4570-89fe-fdc793cafb81,Tudo oque eu comprei chegou 😄🙌🏾,5,16.07.22,16.07.22,20600012546168_2.90.20,2.90.20,pt,Portuguese
com.shopee.br,050f300e-c287-4520-9ace-5b2e5b14b4ab,Muito boa,5,16.07.22,16.07.22,20600012546168_Varies with device,Varies with device,pt,Portuguese
com.shopee.br,0511b819-bd5e-447f-92f8-44a5558e2737,"A entrega super rápida ,amei .",5,10.07.22,10.07.22,20600012546168_Unknown,Unknown,pt,Portuguese
com.shopee.br,052db182-d7fe-40dc-9270-00044289c386,"Aplicativo péssimo, só divide até 6 vezes nos cartões, e o frete e os produtos estão no mesmo valor do mercado livre . Ja foi bom .mais os preços estão do mesmo jeito de outras plataformas.",1,16.07.22,16.07.22,20600012546168_2.90.20,2.90.20,pt,Portuguese
com.shopee.br,052e962c-90b6-40e8-b30c-6c1570ca7d4f,♡♡♡♡♡♡♡,5,12.07.22,12.07.22,20600012546168_2.82.06,2.82.06,pt,Portuguese
com.shopee.br,052fa147-ebca-4a26-ba5e-0bc34fa9b09b,"Comprei um negócio na shopee e não foi oq eu esperava que era e não foi aquilo que eu queria,e não consigo devolver e nem falar com ninguém aff engraçado que resolver os problemas vcs não resolve já estou de saco cheio já ..",1,12.07.22,12.07.22,20600012546168_2.90.12,2.90.12,pt,Portuguese
com.shopee.br,05348f4f-7cb2-4aca-ab82-28ec82ce0f6e,Otimo,5,13.07.22,13.07.22,20600012546168_2.89.41,2.89.41,pt,Portuguese
com.shopee.br,0534ac63-dd8f-4e7c-bb02-ebfa4e5e7a6a,Ótimo App estou satisfeito com tudo!,5,13.07.22,13.07.22,20600012546168_2.89.30,2.89.30,pt,Portuguese
com.shopee.br,053ec6db-eb30-46fd-9223-63c5b115d0a3,Muito bom,5,13.07.22,13.07.22,20600012546168_Unknown,Unknown,pt,Portuguese
com.shopee.br,0542485f-8c76-412e-91ab-2ece5770fec3,Ótimos produtos criente satisfeita,5,15.07.22,15.07.22,20600012546168_2.90.20,2.90.20,pt,Portuguese
