,App Package Name,Reviews Content,Rating,Ranking,review_processed
16956,com.shopee.br,Gostei muito,5,Second,gostei
16957,com.shopee.br,Produtos ótima qualidade,5,Second,produto ótima qualidad
16958,com.shopee.br,Horrível,1,Second,horrível
16959,com.shopee.br,otimas ate o momento 👏👏,5,Second,otima ate momento 👏👏
16960,com.shopee.br,Ótimo aplicativo de compra e venda,5,Second,ótimo aplicativo compra venda
16961,com.shopee.br,Amo vcs,5,Second,amo vc
16962,com.shopee.br,Muito ruim te obriga a usá-lo e n deixa vc abrir seu aplicativo q vc pretende usar um lixo,1,Second,muito ruim obriga usá-lo n deixa vc abrir aplicativo q vc pretend usar lixo
16963,com.shopee.br,"Ótimos produtos,bem satisfeito até o momento...",5,Second,"ótimo produtos,bem satisfeito momento..."
16964,com.shopee.br,Não tem o que dizer. Tem de tudo. Espetacular.,5,Second,não dizer. tem tudo. espetacular.
16965,com.shopee.br,Ótimo,5,Second,ótimo
16966,com.shopee.br,Amo demais esse app!,5,Second,amo demai app!
16967,com.shopee.br,"Sempre q eu peço, eu me agrado",5,Second,"sempr q peço, agrado"
16968,com.shopee.br,"Gosto , mas a demora na entrega e o valor mínimo para compras para obter o frete grátis me desanimou bastante.",3,Second,"gosto , demora entrega valor mínimo compra obter frete gráti desanim bastante."
16969,com.shopee.br,Boa,5,Second,boa
16970,com.shopee.br,Eficiente,5,Second,eficient
16971,com.shopee.br,Produtos de qualidade com preço muito baixo,5,Second,produto qualidad preço baixo
16972,com.shopee.br,Muito bom,5,Second,muito bom
16973,com.shopee.br,Melhor app para fazer compras muito seguro...,5,Second,melhor app fazer compra seguro...
16974,com.shopee.br,Até o momento só tenho tido ótimas experiências...,5,Second,até momento tido ótima experiências...
16975,com.shopee.br,Ótimo app,5,Second,ótimo app
16976,com.shopee.br,Horrível . N Nunca tão mal atendido e desprezado por site desse,1,Second,horrível . n nunca tão mal atendido desprezado site dess
16977,com.shopee.br,Produtos de ótima qualidade me surpreendeu muito,5,Second,produto ótima qualidad surpreendeu
16978,com.shopee.br,Simplesmente apaixonada por esse app. Se não fosse as atualizaçoes diárias do app. Jesus,5,Second,simplesment apaixonada app. se atualizaço diária app. jesu
16979,com.shopee.br,"Atendimento péssimo... Estou a meses aguardando um reembolso e a 2 semanas m pediram p atualizar a conta,pois não estavam conseguindo m reembolsar..fiz a atualização pediram p aguardar 48h p um retorno via email.. e esse retorno informa que meus dados estão incorretos, estranho pois todas as contas coloco a informação é sempre a mesma.. estou a + de 1h falando com o chat.. e agora a alegação é que eu tenho que enviar o comprovante dos correios novamente pois eles não sabem onde estão. Nota 0",1,Second,"atendimento péssimo... estou mese aguardando reembolso 2 semana m pediram p atualizar conta,poi conseguindo m reembolsar..fiz atualização pediram p aguardar 48h p retorno via email.. retorno informa dado incorretos, estranho poi toda conta coloco informação sempr mesma.. + 1h falando chat.. agora alegação enviar comprovant correio novament poi sabem ond estão. nota 0"
16980,com.shopee.br,Bom,5,Second,bom
16981,com.shopee.br,Bommmm,5,Second,bommmm
