data-ai Intelligence
Report,Single table report
Report Generation Time,01/06/2023 07:50:29 PST
Ad Platform,All Supported
Country/Region,Brazil
Device,Android Phone
Date,"2021-09-01, 2021-09-30"
Granularity,Monthly

Advertiser App,Advertiser App Name,Advertiser App Bundle ID,Advertiser App Icon Url,Advertiser App Status,Advertiser App Package Name,Market,Market Name,Device,Device Name,Developer Account,Developer Account Name,Company,Company Name,Company HQ,Company HQ Name,Parent Company,Parent Company Name,App Category,App Category Name,Unified App,Unified App Name,Vertical,Vertical Name,# Ad Platforms,# Ad Platforms (Change Value),# Apps Seen In,# Apps Seen In (Change Value),Creatives,Creatives (Change Value)
20600015194598,Urbanic - Fashion from London,,https://static-s.aa-cdn.net/img/gp/20600015194598/Q7t_OHPzKCP2lBpFHPDl-2GaA5ZoDw1UTHKL23ZaTGsVrb3ITcV2ZOxQe3R9vdkhdEg_w80,1,com.urbanic.multis,google-play,Google Play Store,android-all,All Android Devices,20200003104240,Urbanic,1000200000484675,MAYSQUARE LIFESTYLE,GB,United Kingdom,1000200000484675,MAYSQUARE LIFESTYLE,400053,Shopping,1000600000810166,Urbanic,app,App,4,1,234,224,357,-550
20600015423078,Anacapri,,https://static-s.aa-cdn.net/img/gp/20600015423078/MGTUOOjRU7Fyyuj91ICrSIBNFWULIhItIlwEi5Jfr40rqeavy9ndvnxB--iXxzLMNA_w80,1,br.com.anacapri,google-play,Google Play Store,android-all,All Android Devices,20200003084514,Arezzo,1000200000364805,Arezzo,BR,Brazil,1000200000364805,Arezzo,400053,Shopping,1000600000811792,Anacapri,app,App,4,1,4,-4,13,2
20600003248313,Tricae - Loja Online de Roupas,,https://static-s.aa-cdn.net/img/gp/20600003248313/y3RcvtIzUogfxycEi7NIFqsSm2dE83mfkQNs1Dkmg101J5vpl5eXO_z8-nNaWRMGJmI=s300_w80,1,br.com.tricae,google-play,Google Play Store,android-all,All Android Devices,20200002090655,GFG Comércio Digital,1000200000039028,DAFITI,BR,Brazil,1000200000039028,DAFITI,400053,Shopping,1000600000733466,Tricae,app,App,3,0,2,0,223,-235
20600004705646,Zattini: Loja de roupas online,,https://static-s.aa-cdn.net/img/gp/20600004705646/SJolPr7grdWxyUPLxO71nZ5fEihpE8noyiM4KlTgBk08DkS6b5h4GlP_3TQo0etGKw_w80,1,br.com.zattini,google-play,Google Play Store,android-all,All Android Devices,20200001721405,Grupo Netshoes,1000200000039029,Netshoes,BR,Brazil,1000200000387041,Magazine Luiza,400053,Shopping,1000600000620122,Zattini,app,App,3,1,4,2,5959,-362
20600004987305,Popsy - Affordable Electronics,,https://static-s.aa-cdn.net/img/gp/20600004987305/8QQodG78iYzd8JiFlckJOq6aYEphmL8eZ6C3yMSmHScQsEVdK01gzAkXKEYpXqylEeg=s300_w80,1,com.mypopsy.android,google-play,Google Play Store,android-all,All Android Devices,20200004323352,Popsy: The New Way to Buy Electronics,,,,,,,400053,Shopping,20600004987305,Popsy - Affordable Electronics,app,App,3,0,4,0,16,0
20600005750487,Joom. Shopping for every day,,https://static-s.aa-cdn.net/img/gp/20600005750487/Czm9QnFm3kB6WIJLuOnc_hRByRG2ac7WVs1K8bFw2Difh4-1Ltmnyprw-LhpxEwlsjg=s300_w80,1,com.joom,google-play,Google Play Store,android-all,All Android Devices,20200001857277,Joom,1000200000499608,Joom,LV,Latvia,1000200000499608,Joom,400053,Shopping,1000600000538700,Joom,app,App,3,0,32,-49,6,-1
20600005940875,FARFETCH — Designer Shopping,,https://static-s.aa-cdn.net/img/gp/20600005940875/rZwFvfPVqGSYsitUt1eZqhiqO4svtDxBVhSSbrgWeWuSNnJ0rZuGDBnf6ID-09EBpxY_w80,1,com.farfetch.farfetchshop,google-play,Google Play Store,android-all,All Android Devices,20200001905562,Farfetch UK Limited,1000200000095960,Farfetch,GB,United Kingdom,1000200000095960,Farfetch,400053,Shopping,1000600000618974,Farfetch,app,App,3,1,4,2,288,-226
20600008060154,CASA & VIDEO,,https://static-s.aa-cdn.net/img/gp/20600008060154/bAAAs8jQZ6MUr17Mquu6Wly7dvhqUNzqxKv7_2ueoK_mUFDC3JDo5bpprlK1hC-FGYW0_w80,1,com.root.casaevideov3.Activities,google-play,Google Play Store,android-all,All Android Devices,20200002358501,CASA&VIDEO,1000200000213924,CASA&VIDEO,BR,Brazil,1000200000213924,CASA&VIDEO,400053,Shopping,1000600000748012,CASA&VÍDEO,app,App,3,1,3,1,42,13
20600009475931,Apcap da Sorte,,https://static-s.aa-cdn.net/img/gp/20600009475931/rNcRXwXkRjWMiqgftYOks2pHo5PqFptPVuModGUSoofXqjK_5SfmyGHY4KXzwV8ujA_w80,1,br.com.apcapsp.app,google-play,Google Play Store,android-all,All Android Devices,20200003221858,Idea Maker,1000300000024551,Idea Maker,BR,Brazil,1000300000024551,Idea Maker,400036,Entertainment,1000800000141746,Apcap Da Sorte,app,App,3,0,73,57,166,89
20600010335439,FutFanatics,,https://static-s.aa-cdn.net/img/gp/20600010335439/Kxg8GSgj4FWkKeSU4cJj3vcH2NH8IpwRP7Sdtcf8olHAj9Ow1lqsJOUoERGHy7BHvR0F_w80,1,com.futfanatics,google-play,Google Play Store,android-all,All Android Devices,20200002789864,FutFanatics,1000200000365331,FutFanatics,BR,Brazil,1000200000365331,FutFanatics,400053,Shopping,1000600000733915,FutFanatics,app,App,3,1,3,1,8,0
20600011709980,Zee.Now - Pet Shop Delivery,,https://static-s.aa-cdn.net/img/gp/20600011709980/Na91BW_tHpY-5z9SlvwrqUGvjm46xKJLOgtwDunbHUO_1w6WYySnkR1KZhVgZbg3J6I_w80,1,br.com.zeenow.zeenow,google-play,Google Play Store,android-all,All Android Devices,20200003107905,Zee.Dog/Zee.Now,1000200000365254,Zee Dog,BR,Brazil,1000200000365254,Zee Dog,400053,Shopping,1000600000725033,Zee.Now,app,App,3,-1,2,0,64,2
20600012065391,Airy - Women's Fashion,,https://static-s.aa-cdn.net/img/gp/20600012065391/b4UPR_vTyTr9NQPfzo70Jgw9Yp45vV7CfEJmFLEzTLZkIJJKfFyN8UxEWG4uewI9OE0_w80,1,com.airydress.android,google-play,Google Play Store,android-all,All Android Devices,20200003004937,ZC HOLDING (HK) LIMITED,1000200000176797,ZC HOLDING,HK,Hong Kong,1000200000176797,ZC HOLDING,400053,Shopping,1000600000818533,Airycloth,app,App,3,1,141,137,38,27
20600012945645,Megamania Cap,,https://static-s.aa-cdn.net/img/gp/20600012945645/2vicsWYaPts3be12TbdPH5B4kgxskvAMp8g4UZfDHq4mfyf4IuSKg9C6NS1vE9XdwA=s300_w80,1,com.ideamaker.megamania,google-play,Google Play Store,android-all,All Android Devices,20200003221858,Idea Maker,1000300000024551,Idea Maker,BR,Brazil,1000300000024551,Idea Maker,400036,Entertainment,20600012945645,Megamania Cap,app,App,3,-1,2,0,22,-6
20600013166206,"Buscar Rural - Comprar, vender",,https://static-s.aa-cdn.net/img/gp/20600013166206/XEGAPgyrdBFD8J2HKwQlg0bxRfsk7-jJ4DeYdVC8vBbWeZGALHBlPTx6E-TwIe633A_w80,1,br.com.buscar.rural,google-play,Google Play Store,android-all,All Android Devices,20200003491466,Buscar Rural,,,,,,,400053,Shopping,20600013166206,"Buscar Rural - Comprar, vender",app,App,3,-1,2,0,31,18
20600013336061,Muni: ¡Ganar dinero extra!,,https://static-s.aa-cdn.net/img/gp/20600013336061/7pEKcld3lAWRgQBGAfhEY4kBBsKSD-lEkyIPoG2Li7SklKHbWPsX5irVXbQ8sFuf5g_w80,2,com.muni.android,google-play,Google Play Store,android-all,All Android Devices,20200004356674,Muni Tienda,1000200000492814,Muni Tienda,CO,Colombia,1000200000492814,Muni Tienda,400053,Shopping,1000600000823433,Muni,app,App,3,1,6,4,17,9
20600013668592,Tok&Stok: Móveis e Decoração,,https://static-s.aa-cdn.net/img/gp/20600013668592/Nj9_LIwmSxaV_V2QPZeQN8iwceQ0arUQnmXggaQiY2zHvu_8xh4XN6VXOkb6wG63bA=s300_w80,1,com.tokstok.app,google-play,Google Play Store,android-all,All Android Devices,20200003605111,Tok&Stok,1000200000357093,TOK&STOK,BR,Brazil,1000200000357093,TOK&STOK,400053,Shopping,1000600000809947,Tok&Stok: Móveis e Decoração,app,App,3,0,7,3,105,71
20600014219678,Cuponomia: Cupons e Cashback,,https://static-s.aa-cdn.net/img/gp/20600014219678/YtlGa2B8Oggwa_40UNDLIs5BcKbflJyt7_00xapiOT5AK1IUb42V8J2ZDQ_6cJzlkaA_w80,1,com.cuponomia,google-play,Google Play Store,android-all,All Android Devices,20200003802933,Cuponomia,1000300000024193,Cuponomia,BR,Brazil,1000300000024193,Cuponomia,400053,Shopping,1000800000141130,Cuponomia,app,App,3,1,6,4,4,1
20600001738556,iHerb,,https://static-s.aa-cdn.net/img/gp/20600001738556/5dS-L62r-WSq7biU6ZiX_CltdKHXE-j6u52TGSyS3xe7DkZX0gxG-lxdpN651Rql5zDw_w80,1,com.iherb,google-play,Google Play Store,android-all,All Android Devices,20200001511032,iHerb,1000200000136547,iHerb,US,United States,1000200000136547,iHerb,400053,Shopping,1000600000550736,iHerb,app,App,2,0,6,3,537,-5
20600001779031,LightInTheBox Online Shopping,,https://static-s.aa-cdn.net/img/gp/20600001779031/CKI2SS8uiZblA_p0rgFcr3gHRw3FbSwfVYrr2GgsOWWSkvPoYDCjrW2wrRDcZ5C2Cg_w80,1,com.lightinthebox.android,google-play,Google Play Store,android-all,All Android Devices,20200004452095,Light In The Box Limited,,,,,,,400053,Shopping,1000600000485636,LightInTheBox,app,App,2,1,7,6,8,7
20600003301809,Kanui: Compre Tênis e Roupa de,,https://static-s.aa-cdn.net/img/gp/20600003301809/lMRvwauwcyTCz39BbPssWKocmGZ4ElIeB0WRu3re_Ig1aGKBMvvYRCwOgxY7Rj1v93JV=s300_w80,1,br.com.kanui,google-play,Google Play Store,android-all,All Android Devices,20200002090655,GFG Comércio Digital,1000200000039028,DAFITI,BR,Brazil,1000200000039028,DAFITI,400053,Shopping,1000600000518594,Kanui,app,App,2,0,2,0,265,-319
20600004168302,PatPat - Kids & Baby Clothing,,https://static-s.aa-cdn.net/img/gp/20600004168302/mXgCjA49X1fPhZSu4IpdqyYtWBClK8wcPXpyamyClHwf4f41X6ndIc7NQVtYU-ieUzg_w80,1,com.interfocusllc.patpat,google-play,Google Play Store,android-all,All Android Devices,20200001475019,Interfocus Inc,1000200000320839,Interfocus,US,United States,1000200000320839,Interfocus,400053,Shopping,1000600000680464,PatPat,app,App,2,0,2,0,1,-30
20600004545115,Gameflip: Buy & Sell,,https://static-s.aa-cdn.net/img/gp/20600004545115/-DmnCMVluA4ypZG6rWcVKRPb0zh9bhPc-Q-dNUwOyDOpeMoM684rhvwTUq2kZtAqKbw=s300_w80,1,com.ijji.gameflip,google-play,Google Play Store,android-all,All Android Devices,20200001560135,"ijji, inc.",,,,,,,400053,Shopping,1000600000750061,Gameflip,app,App,2,0,2,0,1,0
20600005749736,Newchic - Fashion Online,,https://static-s.aa-cdn.net/img/gp/20600005749736/uKeVGH73zVs2nV52yMvkNupukS-lKXkr-PpS8kFv8oHMfWBW1p6nhmMK0yCl_RYQf-Y_w80,1,com.newchic.client,google-play,Google Play Store,android-all,All Android Devices,20200001856898,Newchic,1000200000237487,Newchic,CN,China,1000200000184483,Banggood,400053,Shopping,1000600000622756,Newchic,app,App,2,-2,2,0,8,-34
20600005805579,MATCHESFASHION,,https://static-s.aa-cdn.net/img/gp/20600005805579/EGQVvN1n8eqwO1PWZnE8M4PGdOxqxaFF29VSn6cayjwHHKwYYQIf3wN0m9HYuSVNAQ_w80,1,com.matchesfashion.android,google-play,Google Play Store,android-all,All Android Devices,20200003284948,MATCHESFASHION,,,,,,,400053,Shopping,1000600000624640,MATCHESFASHION.COM,app,App,2,0,804,-127,32,-6
20600006040106,Droga Raia - Farmácia 24 horas,,https://static-s.aa-cdn.net/img/gp/20600006040106/ZXkB7fXAzk-h1ARn0EgsNAYz32xsPxj_fyAIAV_UbR4NxSE3Vxsdy17UEhUQisgiUaPq_w80,1,br.com.drogaraia,google-play,Google Play Store,android-all,All Android Devices,20200001930936,Raia Drogasil S.A.,1000200000364150,Raia Drogasil,BR,Brazil,1000200000364150,Raia Drogasil,400040,Health & Fitness,1000600000731695,Droga Raia,app,App,2,-1,2,-1,5,2
20600006797267,Clube Extra,,https://static-s.aa-cdn.net/img/gp/20600006797267/0golFLKUtQ_za3WyonItiW6_1Ic_ZArxj-8LTo67tPYGPPhzU_4CCMG8ZHTbvxgiBQ_w80,1,br.com.clubeextra,google-play,Google Play Store,android-all,All Android Devices,20200000158993,GPA,1000200000049164,GPA,BR,Brazil,1000200000049164,GPA,400053,Shopping,1000600000603517,Clube Extra,app,App,2,-3,9,4,9,-7
20600007476773,AiHelper: Sales and Parcels,,https://static-s.aa-cdn.net/img/gp/20600007476773/Ivb51bkG6ysprgb0KZbD_D4DQVayPFSh5V2EutItAnSFDrEiybtqiOxYQI5yoSFdt-E=s300_w80,1,com.xyz.alihelper,google-play,Google Play Store,android-all,All Android Devices,20200002242857,AliHelper,,,,,,,400053,Shopping,20600007476773,AiHelper: Sales and Parcels,app,App,2,-3,2,-1,153,-11
20600008264524,Arezzo,,https://static-s.aa-cdn.net/img/gp/20600008264524/XW5S7ImqM8mosu2MHfMXkCrDhu-jr2eGvYLOARGFRoUD5sbrORl1Hm3gzLzgSYCayBmR_w80,1,br.com.arezzo,google-play,Google Play Store,android-all,All Android Devices,20200003084514,Arezzo,1000200000364805,Arezzo,BR,Brazil,1000200000364805,Arezzo,400053,Shopping,1000600000730721,AREZZO,app,App,2,0,2,0,28,20
20600008463647,boohooMAN: Shop Men’s Clothing,,https://static-s.aa-cdn.net/img/gp/20600008463647/-_YGqeFpkcuSaYKbpff9kUsu6orwIwevzjfEO2IgmFw_RcMqPDge5Hhq7jKiFgk_eQ_w80,1,com.gpshopper.boohooman,google-play,Google Play Store,android-all,All Android Devices,20200001592029,boohoo.com,1000200000062103,Boohoo.com,GB,United Kingdom,1000200000489565,Boohoo Group,400053,Shopping,1000600000668274,boohooMAN,app,App,2,2,7,7,5,5
20600008487269,Revendedor O Boticário,,https://static-s.aa-cdn.net/img/gp/20600008487269/7usvBwzEV9-ABH6P5nM5Hi5HaJShwngyYMDgikTXHR4QEUQIkzhbqqatTB9yPlxG8Q_w80,1,br.com.grupoboticario.boticariorepresentante,google-play,Google Play Store,android-all,All Android Devices,20200001504614,Grupo Boticário,1000200000365075,Grupo Boticário,BR,Brazil,1000200000365075,Grupo Boticário,400053,Shopping,1000600000816759,Revendedor O Boticário,app,App,2,0,2,0,2,-1
20600009024651,Drogasil: Drogaria Online 24h,,https://static-s.aa-cdn.net/img/gp/20600009024651/2prl4Lzt_8Jp0J5j39glDPH2JbG0qrgyY9g8cfjmWV5pgqaCSvGQcNiFI1OV4wffZA8_w80,1,br.com.drogasil,google-play,Google Play Store,android-all,All Android Devices,20200001930936,Raia Drogasil S.A.,1000200000364150,Raia Drogasil,BR,Brazil,1000200000364150,Raia Drogasil,400040,Health & Fitness,1000600000733538,Drogasil,app,App,2,1,2,1,5,4
20600011777109,Camicado,,https://static-s.aa-cdn.net/img/gp/20600011777109/gPWViWiMeXh3XOLnt4GfW7r2tK7D6__mEY2RdWwXJKQY_3nvSusUyZhGyh0wNhsRG2g_w80,1,br.com.camicado.mobile,google-play,Google Play Store,android-all,All Android Devices,20200003123151,Camicado,,,,,,,400053,Shopping,1000600000731591,Camicado,app,App,2,0,2,0,184,-428
20600011966246,OMO Lavanderia,,https://static-s.aa-cdn.net/img/gp/20600011966246/1Hh5-Jo3bKzUBhYqb3nJ2hPDsRisWoJM4CjZgpBcu8O5ndkjEI3ICZ0tWXODSt65LgM_w80,1,br.com.taqtile.omolavanderia,google-play,Google Play Store,android-all,All Android Devices,20200000056305,Unilever Inc,1000200000022387,Unilever,NL,Netherlands,1000200000022387,Unilever,400043,Lifestyle,20600011966246,OMO Lavanderia,app,App,2,0,2,0,47,30
20600012196135,Wanna Kicks : AR sneakers try ,,https://static-s.aa-cdn.net/img/gp/20600012196135/oImD9MmqHrWyLnhf5M0udCP5bhQ3aJc4qcE9YWnZRby3qTz-HyLM-aahlJM8j5i8V2jB=s300_w80,2,by.wanna.apps.wsneakers,google-play,Google Play Store,android-all,All Android Devices,20200003827460,WANNA,1000200000485349,Wannaby,BY,Belarus,1000200000095960,Farfetch,400053,Shopping,1000600000834047,Wanna Kicks,app,App,2,0,2,0,8,0
20600012236077,Polishop: Presentes de Natal,,https://static-s.aa-cdn.net/img/gp/20600012236077/y6GBw2v3ljhlBiYMLYPQWAgF6vuuUU9KT_niOrpH8ZEdLjpzWeQ4EXKbmGoAFIwVk6k_w80,1,br.com.projetopolishop.mobile,google-play,Google Play Store,android-all,All Android Devices,20200001525752,Polishop Web,,,,,,,400053,Shopping,20600012236077,Polishop: Ofertas de Verão,app,App,2,-3,2,-1,2,-11
20600012360356,StyleHint: Style search engine,,https://static-s.aa-cdn.net/img/gp/20600012360356/AS9BMSXybnkqiRwX6AuYbOEycN4djBvblZ9kQxV8g5wUK3cI3pRtHPIlpj6geGhUtrk=s300_w80,1,com.fastretailing.stylehint,google-play,Google Play Store,android-all,All Android Devices,20200002911985,"FAST RETAILING CO., LTD",1000200000020852,Fast Retailing,JP,Japan,1000200000020852,Fast Retailing,400043,Lifestyle,1000600000763042,StyleHint,app,App,2,0,2,-8,2,-5
20600012481485,Loja do Mecânico,,https://static-s.aa-cdn.net/img/gp/20600012481485/XvsC8t_SSPfG2eeLMCG5JUcgHuuPs_b7FcNlScPaXAUSDVNT0fwZgLh5m3IAYISlag_w80,1,br.com.gurgelmix.lojadomecanico_app,google-play,Google Play Store,android-all,All Android Devices,20200003304273,Gurgelmix,,,,,,,400053,Shopping,20600012481485,Loja do Mecânico,app,App,2,0,8,2,3,-1
20600012537024,Lojas Torra - Compre online,,https://static-s.aa-cdn.net/img/gp/20600012537024/Jq4iPsagDwTLiYDRnF1Dkihw0ivTv2RtPBS55ldfuyni5MMeaFQ-lJkx9VTmzAjdEA_w80,1,br.com.app.torra,google-play,Google Play Store,android-all,All Android Devices,20200003317048,Lojas Torra,1000300000024571,Lojas Torra,BR,Brazil,1000300000024571,Lojas Torra,400053,Shopping,1000800000142009,Lojas Torra,app,App,2,0,2,0,23,-1
20600012773684,Natal Cap,,https://static-s.aa-cdn.net/img/gp/20600012773684/J1C0k6BZKW9ndSdesx8txNKoyZQMQSbL79ogqBbL23QAvb4ZdN8wQtDrwtSLINOz-Ss=s300_w80,1,com.ideamaker.natalcap,google-play,Google Play Store,android-all,All Android Devices,20200003221858,Idea Maker,1000300000024551,Idea Maker,BR,Brazil,1000300000024551,Idea Maker,400036,Entertainment,20600012773684,Natal Cap,app,App,2,1,2,1,11,-17
20600013406121,VirtusPay Boleto Parcelado,,https://static-s.aa-cdn.net/img/gp/20600013406121/CeOU58zAcZnZQPlKuLevyd_v311juKXEnWGSJtf-hjMZYIaDV8mzjupNqV7ssq75vLbx_w80,1,com.virtuspay.virtus_app_tomador,google-play,Google Play Store,android-all,All Android Devices,20200003562016,VirtusPay,1000200000493500,VirtusPay,BR,Brazil,1000200000493500,VirtusPay,400053,Shopping,1000600000826867,VirtusPay Boleto Parcelado,app,App,2,1,58,48,18,7
20600013427708,HOLIN-Fashion Shopping Online,,https://static-s.aa-cdn.net/img/gp/20600013427708/JuQOyNAVcJCli7A1Kcf6qmtZjXNyCyy8Tyh5mI_28Yi_JHkWXN6US1-wX6Uq6rwlmmF3_w80,1,com.czw.shopsave,google-play,Google Play Store,android-all,All Android Devices,20200004330422,HOLIN,,,,,,,400053,Shopping,1000600000803798,ShopSave,app,App,2,0,2,0,213,79
20600013696012,Wholee - Online Shopping App,,https://static-s.aa-cdn.net/img/gp/20600013696012/Kr5ZIfZ7-rEB995UElO0neZoKlz6ECbNoG7kzvrcLFHWnS1NBaRXKesdP_vY2-3CHM4_w80,1,com.wholee,google-play,Google Play Store,android-all,All Android Devices,20200003643096,Wholee,1000200000475938,V&A Borderless,SG,Singapore,1000200000475938,V&A Borderless,400053,Shopping,1000600000790201,Wholee,app,App,2,0,42,18,19,7
20600013986843,ZZ MALL,,https://static-s.aa-cdn.net/img/gp/20600013986843/ywlQ_rEQvPulJHU8DmtQIxp9YKRZF8D2cJdgoOzjZEhvDzKMps9B1olal9sLn2fCCXQ_w80,1,br.com.arezzoco.marketplacezz,google-play,Google Play Store,android-all,All Android Devices,20200003084514,Arezzo,1000200000364805,Arezzo,BR,Brazil,1000200000364805,Arezzo,400053,Shopping,1000600000800462,ZZ MALL,app,App,2,-2,2,0,7,-2
20600014290897,Gazin: Compras Online,,https://static-s.aa-cdn.net/img/gp/20600014290897/GQqlJh8go50jdIHKsamtbmpgrGO0EXL9HLDouzT3z2iWfXT4U3TMajZILLNwnZyqvg_w80,1,com.b2capp,google-play,Google Play Store,android-all,All Android Devices,20200003850848,Gazin,,,,,,,400053,Shopping,20600014290897,Gazin: Compras Online,app,App,2,0,2,0,3,-1
20600014363838,B4Waste,,https://static-s.aa-cdn.net/img/gp/20600014363838/X4po5uq2wsstq4Ktupu5LbQBaJqLE7XeCo7pRzQ5uaH3JGnDIZNelJnKl8BeQ17N3A_w80,1,b4waste.alphacode.com.br,google-play,Google Play Store,android-all,All Android Devices,20200003905744,b4waste,1000200000492458,b4waste,BR,Brazil,1000200000492458,b4waste,400039,Food & Drink,1000600000822861,b4waste,app,App,2,0,2,0,3,1
20600015107879,OOOOO Diversão+Compras Ao Vivo,,https://static-s.aa-cdn.net/img/gp/20600015107879/N1_EqiobMe6V_9k1XJp5yR4FPv-ZlOck6lS0ceuEVw_-RxZ-26s7dkL-jl0EjRLi5Ro=s300_w80,1,com.ooooo.brazil,google-play,Google Play Store,android-all,All Android Devices,20200003601918,Video Commerce Group limited,,,,,,,400053,Shopping,20600015107879,OOOOO Diversão+Compras Ao Vivo,app,App,2,-1,2,-2,2,-6
20600015232813,Decathlon: Loja de Esportes,,https://static-s.aa-cdn.net/img/gp/20600015232813/-BcT9Ha9NgSA-LfIp0aPzA_BldMCef56M09zB6rfn7n9XW4S1LcciSPcUkg1ot23-A_w80,1,br.com.decathlon,google-play,Google Play Store,android-all,All Android Devices,20200004092195,DECATHLON BRASIL - IGUASPORT LTDA.,1000200000046143,Decathlon,FR,France,1000200000046143,Decathlon,400053,Shopping,1000600000812338,Decathlon: Loja de Esportes,app,App,2,0,2,-1,2444,558
20600000002083,eBay Shop: Buying & Selling,,https://static-s.aa-cdn.net/img/gp/20600000002083/31-mJUIynIfQBizOn-w1yWLKHBxVeRKA3gz348_E3K-TnuEaqCjn_-Fr9j0yQ6i0y5E_w80,1,com.ebay.mobile,google-play,Google Play Store,android-all,All Android Devices,20200000168044,eBay Mobile,1000200000000105,eBay,US,United States,1000200000000105,eBay,400053,Shopping,1000600000000146,eBay,app,App,1,0,14,-46,3,-1
20600000354003,Sodimac: Hogar y Construcción,,https://static-s.aa-cdn.net/img/gp/20600000354003/HNgxFw0sKnuLeP9bkHyqd_ETF7llvVCTZNKjoNC7gRJIHz5sAvlrT_yq1xd26kUESI3T_w80,1,cl.sodimac,google-play,Google Play Store,android-all,All Android Devices,20200000097315,Sodimac S.A.,1000200000494527,Sodimac .A.,CL,Chile,1000200000094892,Falabella,400053,Shopping,20600000354003,Sodimac: Hogar y Construcción,app,App,1,1,1,1,1,1
20600000546060,hotukdeals - Deals & Discounts,,https://static-s.aa-cdn.net/img/gp/20600000546060/5CPADJPHH4ML4ReS8qNNXnYVU_N0yAUMa2E44e8la6SgItVdur-UELFJv4yXVJn4ew_w80,1,com.tippingcanoe.hukd,google-play,Google Play Store,android-all,All Android Devices,20200004498834,Pepper.com,,,,,,,400053,Shopping,1000600000562017,HotUKDeals,app,App,1,0,725,236,23,0
20600001236759,Lazada - Online Shopping App!,,https://static-s.aa-cdn.net/img/gp/20600001236759/0dnEgxAzgVpZ7N4x4nLKVCxDMYvZUDWG3p4h_Jtk4il_oommGP5hDLI7SBOdkzIqXw_w80,1,com.lazada.android,google-play,Google Play Store,android-all,All Android Devices,20200000236114,Lazada Mobile,1000200000042319,Lazada,SG,Singapore,1000200000017528,Alibaba Group,400053,Shopping,1000600000456096,Lazada,app,App,1,0,29,-14,6,0
20600001729088,PriceSpy - price comparison,,https://static-s.aa-cdn.net/img/gp/20600001729088/aDDMdiTzYPkP7snfYDAvg01B6IiEUWB_UWrb2sx6Wmh5jMamV6ALgs_LwNd2dDJTxvc_w80,1,se.prisjakt.pricespy,google-play,Google Play Store,android-all,All Android Devices,20200000394929,Prisjakt Sverige AB,1000200000243854,Prisjakt,SE,Sweden,1000200000021446,Schibsted,400053,Shopping,1000600000626652,PriceSpy,app,App,1,1,11,11,7,7
20600001879137,Posthaus: 15% Extra só no App,,https://static-s.aa-cdn.net/img/gp/20600001879137/BFnmUHi8lOqXfSEM_LtCazNGFIWGmrzqRAIfbpo1SgnuKFech-HC2CUOboOxUe5Qgg_w80,1,br.com.supero.posthaus.site,google-play,Google Play Store,android-all,All Android Devices,20200003729974,DBR E-Commerce,,,,,,,400053,Shopping,1000600000731463,Posthaus,app,App,1,-3,1,-1,357,-215
20600003792812,Elo7: Produtos Personalizados,,https://static-s.aa-cdn.net/img/gp/20600003792812/g9DAnika0zq2V95PO9IFIsYjiYTTYCG-6hJQgQtSi3eEzDTYBrGSbLO4HVFEn-1FpgwV_w80,1,br.com.elo7.appbuyer,google-play,Google Play Store,android-all,All Android Devices,20200001392864,Elo7,1000200000364803,Elo7,BR,Brazil,1000200000364803,Elo7,400053,Shopping,1000600000732493,Elo7 · Produtos Fora de Série,app,App,1,-3,1,-1,41,-25
20600003933028,letgo: Buy & Sell Used Stuff,,https://static-s.aa-cdn.net/img/gp/20600003933028/5sg1kvqmYDZS4tB8Ub8t3UwILVfHwS7To4lJy_pCbjRQ7HStTe45GKM1NpXC0bgfiw_w80,1,com.abtnprojects.ambatana,google-play,Google Play Store,android-all,All Android Devices,20200001496634,letgo,1000200000063523,letgo,US,United States,1000200000063523,letgo,400053,Shopping,1000600000516603,letgo,app,App,1,0,44,8,22,7
20600004282806,Jollychic - Online Shopping ma,,https://static-s.aa-cdn.net/img/gp/20600004282806/Q3HuyrjExHzjg8b_WvMO2-cFMHd99ZuLg9cF0Abbuyhbk4UtsgEYABWy1h2V2NT6Ng_w80,1,com.jollycorp.jollychic,google-play,Google Play Store,android-all,All Android Devices,20200002757261,JOLLYCHIC EC LIMITED,,,,,,,400053,Shopping,1000600000524088,JollyChic,app,App,1,0,18,-47,3,0
20600005317442,ROMWE - Ultimate Cyber Mall,,https://static-s.aa-cdn.net/img/gp/20600005317442/ioRftbQYaiyt5Igo7TjkP7huMuBzC7T4FVV40HTul3E_RaBy1O5wn5cO0It6BKzHOw_w80,1,com.romwe,google-play,Google Play Store,android-all,All Android Devices,20200003679327,Roadget Business PTE. LTD.,1000200000062552,Shein,CN,China,1000200000062552,Shein,400053,Shopping,1000600000561079,Romwe shopping,app,App,1,0,1,-34,2,-21
20600005719797,Tata CLiQ Online Shopping App,,https://static-s.aa-cdn.net/img/gp/20600005719797/YYMB0q3VZuH1cegb-s636R6p4cIPivJ-4BMn04ogVWfw1l0JrJSFYZ2xvcjsPEWY5ro=s300_w80,1,com.tul.tatacliq,google-play,Google Play Store,android-all,All Android Devices,20200001853803,Tata Unistore Limited,1000200000109653,Tata Unistore,IN,India,1000200000109653,Tata Unistore,400053,Shopping,1000600000573636,Tata CLiQ,app,App,1,1,8,8,4,4
